Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002821,Male,No,0,Not Graduate,Yes,6241,0,140,120,1,Semiurban,Y
LP001688,Male,Yes,1,Not Graduate,No,3176,1272,134,360,0,Urban,Y
LP002051,Male,Yes,0,Graduate,No,2438,2345,109,360,1,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,8101,0,106,240,1,Urban,N
LP001940,Male,Yes,2,Graduate,No,3484,1598,128,180,1,Urban,Y
LP001430,Female,No,0,Graduate,No,3723,0,41,360,0,Semiurban,Y
LP002305,Female,No,0,Graduate,No,4291,0,98,360,0,Semiurban,Y
LP002741,Female,Yes,1,Graduate,No,4513,2533,141,180,0,Semiurban,Y
LP002180,Male,No,0,Graduate,Yes,6464,0,131,240,1,Rural,Y
LP001565,Male,Yes,1,Graduate,No,2868,1247,118,360,1,Semiurban,N
LP001164,Female,No,0,Graduate,No,4075,0,101,360,1,Semiurban,N
LP002455,Male,Yes,2,Graduate,No,3692,0,84,240,0,Semiurban,Y
LP002161,Female,No,1,Graduate,No,4814,0,85,360,0,Semiurban,N
LP001024,Male,Yes,2,Graduate,No,3818,645,69,240,1,Urban,Y
LP001765,Male,Yes,1,Graduate,No,2541,2062,107,240,0,Semiurban,Y
LP001978,Male,No,0,Graduate,No,4102,2568,146,180,1,Rural,Y
LP001205,Male,Yes,0,Graduate,No,2401,3252,135,360,1,Urban,Y
LP002318,Female,No,1,Not Graduate,Yes,4363,0,69,240,1,Semiurban,N
LP002244,Male,Yes,0,Graduate,No,2510,2432,150,360,0,Urban,Y
LP001658,Male,No,0,Graduate,No,3753,0,85,180,0,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,4277,1516,136,180,1,Rural,N
LP002377,Female,No,1,Graduate,Yes,7047,0,151,120,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6438,0,111,240,1,Semiurban,Y
LP001936,Male,Yes,0,Graduate,No,3327,2285,137,240,1,Rural,Y
LP001814,Male,Yes,2,Graduate,No,8564,0,110,180,0,Urban,Y
LP001636,Male,Yes,0,Graduate,No,5094,0,72,180,0,Semiurban,Y
LP002368,Male,Yes,2,Graduate,No,5279,0,115,180,1,Semiurban,Y
LP001836,Female,No,2,Graduate,No,3436,0,144,120,1,Urban,N
LP002387,Male,Yes,0,Graduate,No,2803,2210,155,120,0,Semiurban,Y
LP001871,Female,No,0,Graduate,No,6984,0,130,360,1,Rural,Y
LP001507,Male,Yes,0,Graduate,No,2834,2209,118,180,1,Semiurban,Y
LP001112,Female,Yes,0,Graduate,No,3161,1513,150,240,0,Semiurban,Y
LP002494,Male,No,0,Graduate,No,4839,0,165,120,0,Rural,Y
LP002308,Male,Yes,0,Not Graduate,No,2311,2033,114,240,1,Urban,Y
LP001222,Female,No,0,Graduate,No,4328,0,118,180,1,Semiurban,N
LP002265,Male,Yes,2,Not Graduate,No,2062,1380,113,360,1,Semiurban,Y
LP001514,Female,Yes,0,Graduate,No,2722,4350,84,240,1,Semiurban,Y
LP001520,Male,Yes,0,Graduate,No,4375,731,104,360,0,Semiurban,Y
LP001904,Male,Yes,0,Graduate,No,2786,1262,81,240,0,Urban,Y
LP002284,Male,No,0,Not Graduate,No,3697,1660,120,120,1,Rural,Y
LP001095,Male,No,0,Graduate,No,3664,0,63,240,1,Urban,N
LP001275,Male,Yes,1,Graduate,No,3584,0,51,180,0,Urban,Y
LP002585,Male,Yes,0,Graduate,No,3774,2198,118,120,0,Rural,N
LP001977,Male,Yes,1,Graduate,No,1496,1905,97,180,0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,1938,0,73,240,1,Semiurban,Y
LP001097,Male,No,1,Graduate,Yes,5285,0,97,120,0,Rural,N
LP001691,Male,Yes,2,Not Graduate,No,3366,0,107,120,0,Semiurban,Y
LP001699,Male,No,0,Graduate,No,2447,0,58,360,1,Urban,Y
LP002434,Male,Yes,2,Not Graduate,No,5110,0,117,120,1,Rural,Y
LP001578,Male,Yes,0,Graduate,No,2143,3451,118,120,1,Rural,Y
LP002606,Female,No,0,Graduate,No,3177,0,106,120,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,2116,2596,137,120,1,Urban,Y
LP002928,Male,Yes,0,Graduate,No,3018,3478,59,240,1,Semiurban,Y
LP001275,Male,Yes,1,Graduate,No,3491,0,56,180,0,Urban,Y
LP002314,Female,No,0,Not Graduate,No,2359,0,69,240,0,Rural,Y
LP002300,Female,No,0,Not Graduate,No,2314,0,60,360,1,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,2894,3320,132,180,0,Semiurban,Y
LP001744,Male,No,0,Graduate,No,2602,3087,164,360,0,Semiurban,Y
LP002314,Female,No,0,Not Graduate,No,2053,0,74,120,0,Rural,Y
LP002158,Male,Yes,0,Not Graduate,No,2457,1686,96,360,1,Urban,N
LP002603,Female,No,0,Graduate,No,731,3493,102,120,0,Rural,Y
LP001606,Male,Yes,0,Graduate,No,3353,1726,116,240,0,Rural,Y
LP001819,Male,Yes,1,Not Graduate,No,7578,0,139,180,1,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3934,1482,136,120,0,Rural,N
LP001565,Male,Yes,1,Graduate,No,2895,1338,112,240,1,Semiurban,N
LP001345,Male,Yes,2,Not Graduate,No,4056,3022,153,120,1,Urban,Y
LP001688,Male,Yes,1,Not Graduate,No,3742,1178,130,120,1,Urban,Y
LP001722,Male,Yes,0,Graduate,No,145,1527,158,120,0,Rural,N
LP002205,Male,No,1,Graduate,No,3250,2270,88,180,0,Urban,N
LP001798,Male,Yes,2,Graduate,No,5871,4925,141,240,0,Rural,Y
LP001535,Male,No,0,Graduate,No,3590,0,57,180,1,Urban,Y
LP001800,Male,Yes,1,Not Graduate,No,2394,2156,164,180,0,Urban,N
LP001528,Male,No,0,Graduate,No,6404,0,121,360,1,Rural,N
LP002116,Female,No,0,Graduate,No,2131,0,51,180,0,Rural,N
LP001636,Male,Yes,0,Graduate,No,4867,0,63,240,1,Semiurban,Y
LP002284,Male,No,0,Not Graduate,No,3786,1647,108,360,0,Rural,Y
LP002180,Male,No,0,Graduate,Yes,7050,0,145,120,0,Rural,Y
LP002911,Male,Yes,1,Graduate,No,2637,1809,156,180,1,Rural,N
LP001241,Female,No,0,Graduate,No,3807,0,140,120,1,Semiurban,N
LP002234,Male,No,0,Graduate,Yes,8578,0,119,240,1,Urban,Y
LP001164,Female,No,0,Graduate,No,3972,0,99,180,1,Semiurban,N
LP002087,Female,No,0,Graduate,No,2303,0,59,360,1,Urban,Y
LP002297,Male,No,0,Graduate,No,2619,16454,98,240,1,Semiurban,Y
LP001206,Male,Yes,3+,Graduate,No,3052,0,104,120,0,Urban,Y
LP002585,Male,Yes,0,Graduate,No,3299,2090,110,240,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,3137,1491,101,240,0,Urban,Y
LP001811,Male,Yes,0,Not Graduate,No,3619,4252,119,240,0,Semiurban,Y
LP001095,Male,No,0,Graduate,No,2615,0,65,360,1,Urban,N
LP001778,Male,Yes,1,Graduate,No,3155,1779,140,180,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,3100,16,62,180,1,Rural,Y
LP002807,Male,Yes,2,Not Graduate,No,3811,267,115,180,1,Semiurban,Y
LP002741,Female,Yes,1,Graduate,No,4268,3106,122,120,1,Semiurban,Y
LP001692,Female,No,0,Not Graduate,No,4198,0,142,240,1,Semiurban,Y
LP002367,Female,No,1,Not Graduate,No,4246,0,88,360,0,Rural,N
LP002379,Male,No,0,Graduate,No,6887,0,111,180,0,Rural,N
LP002390,Male,No,0,Graduate,No,4110,0,85,240,0,Urban,Y
LP001963,Male,Yes,1,Graduate,No,2053,3096,110,240,1,Urban,N
LP002455,Male,Yes,2,Graduate,No,4200,0,94,240,0,Semiurban,Y
LP001430,Female,No,0,Graduate,No,4442,0,52,180,1,Semiurban,Y
LP002345,Male,Yes,0,Graduate,No,792,2640,124,240,0,Rural,Y
LP001938,Male,Yes,2,Graduate,No,3896,0,129,360,0,Semiurban,N
LP002768,Male,No,0,Not Graduate,No,3340,0,79,120,0,Semiurban,N
LP002387,Male,Yes,0,Graduate,No,2044,2037,140,180,1,Semiurban,Y
LP002705,Male,Yes,0,Graduate,No,4018,0,129,180,1,Semiurban,Y
LP001964,Male,Yes,0,Not Graduate,No,2047,2410,101,180,0,Urban,N
LP001931,Female,No,0,Graduate,No,3905,0,114,360,1,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,3242,2982,108,360,0,Rural,N
LP001900,Male,Yes,1,Graduate,No,2606,2009,100,180,1,Semiurban,Y
LP001915,Male,Yes,2,Graduate,No,2670,793,79,360,1,Urban,Y
LP001871,Female,No,0,Graduate,No,7445,0,126,120,0,Rural,Y
LP001664,Male,No,0,Graduate,No,4538,0,106,360,0,Rural,Y
LP002755,Male,Yes,1,Not Graduate,No,2312,2622,119,120,1,Urban,Y
LP001473,Male,No,0,Graduate,No,1828,1440,75,360,0,Urban,Y
LP002720,Male,Yes,3+,Graduate,No,4155,0,109,120,0,Urban,Y
LP001825,Male,Yes,0,Graduate,No,1934,1668,94,360,0,Urban,Y
LP002743,Female,No,0,Graduate,No,2317,0,95,120,0,Semiurban,N
LP002768,Male,No,0,Not Graduate,No,3711,0,79,120,1,Semiurban,N
LP002519,Male,Yes,3+,Graduate,No,3862,0,104,360,0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,180,0,Semiurban,Y
LP001098,Male,Yes,0,Graduate,No,3965,1603,101,120,1,Semiurban,Y
LP002979,Male,Yes,3+,Graduate,No,3917,0,41,360,1,Rural,Y
LP001138,Male,Yes,1,Graduate,No,4776,0,46,120,0,Urban,Y
LP002484,Male,Yes,3+,Graduate,No,8008,0,139,180,0,Urban,Y
LP002288,Male,Yes,2,Not Graduate,No,3320,0,47,120,0,Urban,N
LP002225,Male,Yes,2,Graduate,No,5992,0,139,240,1,Urban,Y
LP001131,Male,Yes,0,Graduate,No,3978,2285,156,360,1,Semiurban,Y
LP001047,Male,Yes,0,Not Graduate,No,2558,1962,99,360,1,Semiurban,N
LP001716,Male,Yes,0,Graduate,No,3173,3021,137,360,0,Urban,Y
LP002619,Male,Yes,0,Not Graduate,No,4651,1563,104,240,0,Semiurban,Y
LP001778,Male,Yes,1,Graduate,No,3305,2108,150,120,1,Semiurban,Y
LP001155,Female,Yes,0,Not Graduate,No,2120,1729,92,180,1,Semiurban,Y
LP002840,Female,No,0,Graduate,No,2296,0,9,180,0,Urban,N
LP002772,Male,No,0,Graduate,No,2851,1837,153,120,1,Rural,Y
LP001138,Male,Yes,1,Graduate,No,6028,0,48,240,1,Urban,Y
LP002035,Male,Yes,2,Graduate,No,4385,0,125,120,1,Semiurban,Y
LP001924,Male,No,0,Graduate,No,3051,2779,92,120,1,Rural,Y
LP001925,Female,No,0,Graduate,Yes,2594,1805,106,120,1,Semiurban,N
LP001778,Male,Yes,1,Graduate,No,3217,1717,128,120,1,Semiurban,Y
LP002777,Male,Yes,0,Graduate,No,2533,1641,104,240,1,Rural,Y
LP001736,Male,Yes,0,Graduate,No,2451,0,60,360,0,Urban,N
LP002659,Male,Yes,3+,Graduate,No,2940,3466,145,120,1,Rural,Y
LP001720,Male,Yes,3+,Not Graduate,No,3951,1091,104,120,0,Semiurban,Y
LP002367,Female,No,1,Not Graduate,No,4724,0,84,120,1,Rural,N
LP001926,Male,Yes,0,Graduate,No,3245,2150,107,180,0,Rural,Y
LP002407,Female,Yes,0,Not Graduate,Yes,7673,0,133,360,0,Rural,Y
LP002545,Male,No,2,Graduate,No,3200,0,79,360,1,Rural,N
LP001674,Male,Yes,1,Not Graduate,No,2559,2578,75,180,0,Semiurban,Y
LP002519,Male,Yes,3+,Graduate,No,4278,0,110,120,1,Semiurban,Y
LP002250,Male,Yes,0,Graduate,No,6196,0,129,120,0,Rural,Y
LP002181,Male,No,0,Not Graduate,No,6622,0,142,360,0,Rural,N
LP002151,Male,Yes,1,Graduate,No,3834,0,64,180,0,Urban,N
LP001674,Male,Yes,1,Not Graduate,No,2648,2391,96,120,1,Semiurban,Y
LP001343,Male,Yes,0,Graduate,No,1939,3360,110,120,0,Semiurban,Y
LP002670,Female,Yes,2,Graduate,No,2181,1591,130,360,0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3797,2665,149,360,1,Rural,Y
LP001915,Male,Yes,2,Graduate,No,2213,917,72,180,0,Urban,Y
LP002369,Male,Yes,0,Graduate,No,3131,15,85,240,0,Rural,Y
LP001259,Male,Yes,1,Graduate,Yes,1091,2845,117,180,0,Urban,N
LP002151,Male,Yes,1,Graduate,No,3987,0,61,180,0,Urban,N
LP001013,Male,Yes,0,Not Graduate,No,2255,1522,81,120,1,Urban,Y
LP002776,Female,No,0,Graduate,No,4395,0,97,240,1,Semiurban,N
LP001693,Female,No,0,Graduate,No,2971,0,93,360,0,Urban,Y
LP001978,Male,No,0,Graduate,No,4229,2473,161,240,0,Rural,Y
LP001888,Female,No,0,Graduate,No,3215,0,31,120,0,Urban,Y
LP002472,Male,No,2,Graduate,No,4508,0,115,120,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,1776,1694,136,240,1,Semiurban,Y
LP001029,Male,No,0,Graduate,No,1532,3105,124,180,1,Rural,N
LP002097,Male,No,1,Graduate,No,3645,1516,137,180,1,Urban,Y
LP001894,Male,Yes,0,Graduate,No,2603,1800,146,180,1,Semiurban,Y
LP002772,Male,No,0,Graduate,No,2894,2249,127,180,0,Rural,Y
LP001572,Male,Yes,0,Graduate,No,10092,0,67,240,1,Urban,Y
LP002308,Male,Yes,0,Not Graduate,No,2007,2374,135,360,0,Urban,Y
LP001491,Male,Yes,2,Graduate,Yes,2838,3839,100,240,1,Urban,Y
LP001904,Male,Yes,0,Graduate,No,3562,1225,80,360,1,Urban,Y
LP001577,Female,Yes,0,Graduate,No,5118,0,119,120,1,Rural,N
LP002429,Male,Yes,1,Graduate,Yes,3655,1230,111,120,0,Rural,Y
LP002288,Male,Yes,2,Not Graduate,No,3038,0,43,120,1,Urban,N
LP001259,Male,Yes,1,Graduate,Yes,1000,3022,110,180,1,Urban,N
LP002893,Male,No,0,Graduate,No,1993,41481,98,360,1,Urban,N
LP001716,Male,Yes,0,Graduate,No,3232,2834,130,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7877,0,105,180,1,Urban,Y
LP001639,Female,Yes,0,Graduate,No,3290,0,79,360,0,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3575,0,95,120,0,Semiurban,Y
LP001322,Male,No,0,Graduate,No,4339,0,140,120,1,Semiurban,Y
LP002689,Male,Yes,2,Not Graduate,No,2241,1836,54,240,1,Semiurban,Y
LP001482,Male,Yes,0,Graduate,Yes,3459,0,25,360,0,Semiurban,Y
LP001811,Male,Yes,0,Not Graduate,No,4478,3872,121,180,1,Semiurban,Y
LP001744,Male,No,0,Graduate,No,2622,2723,154,180,0,Semiurban,Y
LP002297,Male,No,0,Graduate,No,2728,21345,102,240,0,Semiurban,Y
LP001691,Male,Yes,2,Not Graduate,No,3096,0,127,240,1,Semiurban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,2070,1739,108,180,0,Semiurban,Y
LP002600,Male,Yes,1,Graduate,Yes,2817,0,116,120,0,Semiurban,Y
LP002244,Male,Yes,0,Graduate,No,2184,2584,128,240,1,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,3155,3523,165,360,0,Rural,Y
LP002648,Male,Yes,0,Graduate,No,2271,6932,76,120,0,Semiurban,N
LP001487,Male,No,0,Graduate,No,5425,0,105,360,0,Semiurban,Y
LP002211,Male,Yes,0,Graduate,No,5096,785,127,240,1,Urban,Y
LP001736,Male,Yes,0,Graduate,No,2720,0,64,120,0,Urban,N
LP001914,Male,Yes,0,Graduate,No,3927,800,112,240,1,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,4472,160,104,120,0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,4262,2529,119,240,0,Urban,N
LP001478,Male,No,0,Graduate,No,3179,0,62,360,1,Semiurban,Y
LP001228,Male,No,0,Not Graduate,No,3025,2554,147,360,1,Urban,N
LP002418,Male,No,3+,Not Graduate,No,4238,1880,140,120,1,Semiurban,Y
LP002141,Male,Yes,3+,Graduate,No,2222,2505,90,240,0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4524,2157,133,360,0,Semiurban,Y
LP002361,Male,Yes,0,Graduate,No,1702,1858,93,180,1,Urban,Y
LP002684,Female,No,0,Not Graduate,No,3277,0,91,360,1,Rural,N
LP002453,Male,No,0,Graduate,Yes,6969,0,86,120,1,Semiurban,Y
LP001586,Male,Yes,3+,Not Graduate,No,3522,0,81,360,1,Rural,N
LP002874,Male,No,0,Graduate,No,3354,2736,118,360,1,Urban,Y
LP002053,Male,Yes,3+,Graduate,No,4342,189,124,120,0,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3766,0,108,240,1,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,1904,3109,109,120,1,Urban,N
LP002874,Male,No,0,Graduate,No,3297,2812,115,360,0,Urban,Y
LP001206,Male,Yes,3+,Graduate,No,3134,0,110,180,1,Urban,Y
LP002281,Male,Yes,0,Graduate,No,2919,1445,91,120,1,Urban,Y
LP001095,Male,No,0,Graduate,No,3084,0,77,240,1,Urban,N
LP001478,Male,No,0,Graduate,No,2924,0,66,180,0,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,2794,3490,93,240,1,Urban,Y
LP001024,Male,Yes,2,Graduate,No,3794,784,71,120,0,Urban,Y
LP001155,Female,Yes,0,Not Graduate,No,2181,1522,106,180,1,Semiurban,Y
LP002234,Male,No,0,Graduate,Yes,6043,0,144,180,1,Urban,Y
LP002035,Male,Yes,2,Graduate,No,3481,0,128,240,1,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,2966,2297,145,360,1,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,4666,0,135,120,0,Urban,Y
LP001811,Male,Yes,0,Not Graduate,No,3459,4787,150,180,1,Semiurban,Y
LP002768,Male,No,0,Not Graduate,No,3270,0,97,240,1,Semiurban,N
LP001940,Male,Yes,2,Graduate,No,3008,1619,99,240,0,Urban,Y
LP001384,Male,Yes,3+,Not Graduate,No,2192,759,103,180,0,Semiurban,Y
LP002367,Female,No,1,Not Graduate,No,4506,0,76,360,0,Rural,N
LP001029,Male,No,0,Graduate,No,1801,2562,123,180,1,Rural,N
LP001674,Male,Yes,1,Not Graduate,No,2646,2354,94,120,0,Semiurban,Y
LP001653,Male,No,0,Not Graduate,No,5316,0,49,120,1,Rural,Y
LP002225,Male,Yes,2,Graduate,No,5917,0,150,180,1,Urban,Y
LP002158,Male,Yes,0,Not Graduate,No,3403,1340,88,120,0,Urban,N
LP002459,Male,Yes,0,Graduate,No,3595,0,127,360,0,Urban,Y
LP001179,Male,Yes,2,Graduate,No,4264,0,142,120,0,Urban,N
LP002705,Male,Yes,0,Graduate,No,3819,0,122,360,0,Semiurban,Y
LP001030,Male,Yes,2,Graduate,No,1454,1189,16,360,0,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,3149,3098,137,120,1,Rural,Y
LP002244,Male,Yes,0,Graduate,No,2330,1538,140,180,0,Urban,Y
LP001824,Male,Yes,1,Graduate,No,2191,1695,134,180,1,Semiurban,Y
LP002519,Male,Yes,3+,Graduate,No,5279,0,102,240,1,Semiurban,Y
LP002705,Male,Yes,0,Graduate,No,3050,0,107,180,0,Semiurban,Y
LP002281,Male,Yes,0,Graduate,No,3332,1523,100,180,1,Urban,Y
LP001711,Male,Yes,3+,Graduate,No,4072,1123,141,360,1,Semiurban,N
LP002387,Male,Yes,0,Graduate,No,2216,2115,149,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,2354,0,48,120,0,Semiurban,Y
LP001493,Male,Yes,2,Not Graduate,No,4050,1563,132,360,1,Rural,N
LP001013,Male,Yes,0,Not Graduate,No,2284,1569,107,180,0,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,8295,5564,137,360,1,Rural,Y
LP001032,Male,No,0,Graduate,No,4496,0,136,360,1,Urban,Y
LP002002,Female,No,0,Graduate,No,2799,0,75,240,1,Semiurban,Y
LP002180,Male,No,0,Graduate,Yes,6720,0,143,120,0,Rural,Y
LP002772,Male,No,0,Graduate,No,2546,1551,98,240,0,Rural,Y
LP001528,Male,No,0,Graduate,No,6792,0,129,120,1,Rural,N
LP002205,Male,No,1,Graduate,No,3421,1822,118,180,0,Urban,N
LP001674,Male,Yes,1,Not Graduate,No,2317,2586,85,120,0,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,5863,2574,125,180,1,Urban,Y
LP001792,Male,Yes,1,Graduate,No,3390,0,100,120,1,Semiurban,Y
LP001854,Male,Yes,3+,Graduate,No,5781,0,89,180,1,Urban,N
LP002684,Female,No,0,Not Graduate,No,3504,0,98,180,0,Rural,N
LP002116,Female,No,0,Graduate,No,2615,0,44,180,1,Rural,N
LP002606,Female,No,0,Graduate,No,3319,0,100,120,0,Semiurban,Y
LP001131,Male,Yes,0,Graduate,No,4247,2125,119,180,1,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,3026,2545,105,120,0,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,6743,0,127,360,1,Semiurban,Y
LP001029,Male,No,0,Graduate,No,2135,2814,104,180,1,Rural,N
LP001098,Male,Yes,0,Graduate,No,4083,1752,113,360,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,2308,1628,112,180,0,Rural,Y
LP001674,Male,Yes,1,Not Graduate,No,2850,2765,84,180,1,Semiurban,Y
LP002840,Female,No,0,Graduate,No,2115,0,8,180,1,Urban,N
LP002716,Male,No,0,Not Graduate,No,7658,0,157,240,1,Semiurban,Y
LP001179,Male,Yes,2,Graduate,No,5322,0,124,180,1,Urban,N
LP001514,Female,Yes,0,Graduate,No,2554,4374,96,120,0,Semiurban,Y
LP002225,Male,Yes,2,Graduate,No,4257,0,125,180,1,Urban,Y
LP001319,Male,Yes,2,Not Graduate,No,3954,1986,86,360,0,Urban,Y
LP001222,Female,No,0,Graduate,No,3790,0,110,120,1,Semiurban,N
LP002755,Male,Yes,1,Not Graduate,No,1946,2457,137,240,1,Urban,Y
LP002670,Female,Yes,2,Graduate,No,1568,1824,97,120,1,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3695,0,94,120,1,Semiurban,Y
LP002928,Male,Yes,0,Graduate,No,3355,3136,50,360,1,Semiurban,Y
LP001836,Female,No,2,Graduate,No,3371,0,145,360,0,Urban,N
LP002874,Male,No,0,Graduate,No,2827,2479,94,360,0,Urban,Y
LP001514,Female,Yes,0,Graduate,No,2389,4475,97,360,1,Semiurban,Y
LP002684,Female,No,0,Not Graduate,No,3675,0,94,240,0,Rural,N
LP001936,Male,Yes,0,Graduate,No,3150,2135,153,180,0,Rural,Y
LP001385,Male,No,0,Graduate,No,4891,0,146,120,0,Urban,Y
LP001884,Female,No,1,Graduate,No,3223,1579,83,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1710,1905,107,240,1,Rural,Y
LP002086,Female,Yes,0,Graduate,No,3976,3008,95,180,1,Urban,N
LP001199,Male,Yes,2,Not Graduate,No,3155,2211,132,120,1,Urban,Y
LP001086,Male,No,0,Not Graduate,No,1470,0,36,120,0,Urban,N
LP001535,Male,No,0,Graduate,No,3559,0,59,240,1,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,2105,1790,130,120,0,Semiurban,Y
LP001528,Male,No,0,Graduate,No,5888,0,125,240,0,Rural,N
LP001888,Female,No,0,Graduate,No,3012,0,23,360,0,Urban,Y
LP001699,Male,No,0,Graduate,No,2379,0,58,120,0,Urban,Y
LP001736,Male,Yes,0,Graduate,No,2256,0,62,360,1,Urban,N
LP001507,Male,Yes,0,Graduate,No,2559,1641,137,180,0,Semiurban,Y
LP001431,Female,No,0,Graduate,No,1933,7921,165,360,0,Semiurban,Y
LP002158,Male,Yes,0,Not Graduate,No,2717,1742,121,360,0,Urban,N
LP001013,Male,Yes,0,Not Graduate,No,1870,1380,74,360,0,Urban,Y
LP002936,Male,Yes,0,Graduate,No,3570,3598,154,360,0,Rural,Y
LP002723,Male,No,2,Graduate,No,3771,0,107,360,0,Rural,N
LP001489,Female,Yes,0,Graduate,No,4508,0,95,360,1,Rural,N
LP001155,Female,Yes,0,Not Graduate,No,1928,1644,100,240,1,Semiurban,Y
LP001606,Male,Yes,0,Graduate,No,3734,2229,101,360,0,Rural,Y
LP002841,Male,Yes,0,Graduate,No,3343,1692,117,240,0,Urban,N
LP001868,Male,No,0,Graduate,No,1891,2189,151,120,1,Semiurban,Y
LP002979,Male,Yes,3+,Graduate,No,3586,0,39,180,0,Rural,Y
LP001926,Male,Yes,0,Graduate,No,3663,1780,107,180,1,Rural,Y
LP001792,Male,Yes,1,Graduate,No,3549,0,115,240,0,Semiurban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,74,360,0,Semiurban,Y
LP002287,Female,No,0,Graduate,No,1412,1669,101,360,1,Semiurban,N
LP002505,Male,Yes,0,Graduate,No,4790,2404,96,180,1,Urban,N
LP002131,Male,Yes,2,Not Graduate,No,3195,2169,117,180,1,Urban,Y
LP001325,Male,No,0,Not Graduate,No,3896,0,24,180,0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,6556,3776,116,240,1,Urban,N
LP001316,Male,Yes,0,Graduate,No,2791,2980,162,120,0,Semiurban,Y
LP002637,Male,No,0,Not Graduate,No,3434,1346,107,360,0,Rural,N
LP001030,Male,Yes,2,Graduate,No,1349,1024,17,180,1,Urban,Y
LP001586,Male,Yes,3+,Not Graduate,No,3200,0,81,120,0,Rural,N
LP002863,Male,Yes,3+,Graduate,No,6045,0,142,240,1,Semiurban,N
LP001931,Female,No,0,Graduate,No,3680,0,110,180,0,Semiurban,Y
LP001535,Male,No,0,Graduate,No,3246,0,44,360,0,Urban,Y
LP001736,Male,Yes,0,Graduate,No,2188,0,69,360,1,Urban,N
LP001532,Male,Yes,2,Not Graduate,No,2364,0,118,240,0,Rural,N
LP002494,Male,No,0,Graduate,No,5595,0,126,180,0,Rural,Y
LP001489,Female,Yes,0,Graduate,No,4497,0,73,120,0,Rural,N
LP002236,Male,Yes,2,Graduate,No,4805,0,119,180,1,Urban,N
LP002536,Male,Yes,3+,Not Graduate,No,2609,0,121,360,1,Rural,Y
LP001131,Male,Yes,0,Graduate,No,3973,2580,124,180,0,Semiurban,Y
LP002098,Male,No,0,Graduate,No,2986,0,97,240,0,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,2817,2381,119,240,0,Semiurban,Y
LP001720,Male,Yes,3+,Not Graduate,No,3896,804,102,240,0,Semiurban,Y
LP001940,Male,Yes,2,Graduate,No,2998,1546,141,360,0,Urban,Y
LP001008,Male,No,0,Graduate,No,6311,0,139,180,0,Urban,Y
LP002448,Male,Yes,0,Graduate,No,4218,1617,144,360,0,Rural,N
LP001164,Female,No,0,Graduate,No,3847,0,123,360,0,Semiurban,N
LP001616,Male,Yes,1,Graduate,No,3492,0,112,240,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,2109,0,51,120,1,Semiurban,Y
LP002776,Female,No,0,Graduate,No,4827,0,95,360,0,Semiurban,N
LP001560,Male,Yes,0,Not Graduate,No,1719,1030,95,120,1,Semiurban,Y
LP002158,Male,Yes,0,Not Graduate,No,2575,1686,95,120,0,Urban,N
LP001691,Male,Yes,2,Not Graduate,No,4425,0,117,360,1,Semiurban,Y
